UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
ANDS0033,ANDALUCIA SUR-33,2080,Huila,Valle Superior del Magdalena,3.169369,-75.130675,883307.889838,841964.426348,1640.0,499.872,25.70064,110.0,43.333333333333336,2067.0,630.0216,44.83756976870806,30.37503756808982,2008.0,103373.15750068508,108373.15750068508,1,45047.01149469332,150385.41571430114,2938.5015384833596,3347.1505128718672,3462.17244317261,51.36549722781954,0.8484572181353353,-0.5201139323999382,-0.3279602380444414
ANDS0034,ANDALUCIA SUR-34,1940,Huila,Valle Superior del Magdalena,3.169686,-75.136233,882689.989795,842000.080304,1810.0,551.688,25.44156,107.0,41.66666666666667,1940.0,591.312,43.060932981872305,29.797083404145877,2008.0,102787.4082694409,107787.4082694409,1,45040.94766041847,150266.73300805502,2938.290092357997,3347.111473807595,3462.1242393156426,51.47462977207233,0.8490636571407743,-0.5205878804923126,-0.32806724410651616
ANDS0035,ANDALUCIA SUR-35,2255,Huila,Valle Superior del Magdalena,3.166388,-75.133172,883029.999538,841635.005527,1344.0,409.6512,26.151744,112.0,44.44444444444444,2255.0,687.3240000000001,46.11537512281341,29.04544453971258,2008.0,103018.62468835787,108018.62468835787,1,45036.36923526902,150220.00424388776,2938.437805243251,3347.0845455208023,3462.1209202905725,51.384191110502705,0.8481665136328438,-0.5200251383001339,-0.32774274923841684
ANDS0036,ANDALUCIA SUR-36,2140,Huila,Valle Superior del Magdalena,3.165531,-75.136706,882637.014495,841540.545177,1804.0,549.8592,25.450703999999998,112.0,44.44444444444444,2140.0,652.272,46.01285896191154,31.523896414243662,2008.0,102614.994508787,107614.994508787,1,45030.41565297926,150106.3896422237,2938.3132750762898,3347.0431640786187,3462.0801100654703,51.44345705991929,0.8483608195964608,-0.5202240057551647,-0.32772050760317606
ANDS0037,ANDALUCIA SUR-37,2266,Huila,Valle Superior del Magdalena,3.163719,-75.135822,882735.021998,841340.130839,1623.0,494.6904,25.726548,114.0,45.55555555555556,2266.0,690.6768000000001,47.23638200937336,31.143125133743244,2008.0,102657.27306910559,107657.27306910559,1,45027.14861225489,150061.90664183412,2938.364192611679,3347.0218710298477,3462.070900159432,51.40888676053716,0.8479464984428408,-0.5199781301193915,-0.3275537755151619
ANDS0038,ANDALUCIA SUR-38,2190,Huila,Valle Superior del Magdalena,3.168153,-75.132094,883149.998228,841830.000166,1646.0,501.7008,25.691496,118.0,47.77777777777778,2190.0,667.5120000000001,49.390553104059016,35.50356713296392,2008.0,103185.57140137702,108185.57140137702,1,45042.16706748153,150308.6133529046,2938.4607236439088,3347.120490932122,3462.14774632758,51.38077779968219,0.8483784956145991,-0.5201098415316494,-0.3278773976564197
ANDS0039,ANDALUCIA SUR-39,2031,Huila,Valle Superior del Magdalena,3.174394,-75.128053,883599.970693,842519.883183,492.0,492.0,25.74,112.0,44.44444444444444,2031.0,619.0488,45.91729035001035,32.59402223218969,2008.0,103802.33527494769,108802.33527494769,1,45062.91016709359,150626.47028004396,2938.54786106493,3347.248445664537,3462.244526953068,51.36428270390079,0.8491039283307622,-0.5203895924833206,-0.3283500198082927
ANDS0004,ANDALUCIA SUR-4,2056,Huila,Valle Superior del Magdalena,3.168644,-75.137914,882503.03392,841885.061118,524.0,524.0,25.58,112.0,44.44444444444444,2057.0,626.9736,45.939944074348894,32.47336741825955,2008.0,102576.72644028255,107576.72644028255,1,45036.44561766305,150189.9535142051,2938.2369513273643,3347.0819652171413,3462.0987579593902,51.49661881597997,0.8490406389932134,-0.5206206549404876,-0.32800219102076983
ANDS0008,ANDALUCIA SUR-8,2667,Huila,Valle Superior del Magdalena,3.159864,-75.147556,881430.130318,840915.05308,461.0,461.0,25.895,112.0,44.44444444444444,2667.0,812.9016,46.49648750660462,25.34315039680648,2008.0,101287.92414408285,106287.92414408285,1,45013.28758686508,149647.0317151674,2937.9526128593125,3346.8671305650064,3461.9253275452943,51.59603440753029,0.8483961341482309,-0.5205330846181047,-0.3273877674871483
ANDS0009,ANDALUCIA SUR-9,2204,Huila,Valle Superior del Magdalena,3.178786,-75.124008,884050.098764,843005.138859,,518.0,25.61,115.0,46.111111111111114,2204.0,671.7792000000001,47.73636587902475,32.93696184553608,2008.0,104366.46733118217,109366.46733118217,1,45079.260922911824,150877.33976964396,2938.650905212894,3347.3469370400353,3462.323485188761,51.329809485124144,0.849492851200406,-0.5204884831915589,-0.32866434571820474
ANDE0001,ANDES-1,3075,Caldas,Valle Medio del Magdalena,5.760086,-74.690311,932498.882357,1128429.077038,523.0,159.4104,27.402948,118.0,47.77777777777778,3075.0,937.26,50.22764325198179,24.35257586153446,2008.0,32299.235937184705,37299.235937184705,1,38281.67102628792,195653.9152747553,2833.295822099065,3349.4497482220586,3477.4951269328703,57.62965968640029,0.9551581630281323,-0.5193571626589402,-0.4342106558546264
00009557,ANDINO-1,3600,Tolima,Cordillera oriental,3.602101,-74.882734,910910.827688,889795.651966,3224.0,982.6752,23.286624,136.0,57.77777777777778,2922.0,890.6256000000001,60.076158441302546,41.30751961464228,2008.0,94398.30553871776,99398.30553871776,2,46372.0026225124,168670.30064668236,2934.7566161664836,3352.438346682299,3467.881845073913,50.5206185925745,0.8952289482886278,-0.5361278778157738,-0.3598228162459928
ANGE0001,ANGELES-1,5466,Cesar,Valle Medio del Magdalena,8.091122,-73.580497,1055158.467383,1386220.527517,279.0,85.03920000000001,27.774804,119.0,48.333333333333336,2250.0,685.8000000000001,49.99977109587196,32.40735942821807,2008.0,311335.2795940532,316335.2795940532,1,37422.85215392258,123851.818464479,2780.32070451512,3328.2001334110537,3459.2313948351457,14.108586967288034,0.2913869371151169,-0.25189505915451094,-0.03443577604679617
ANGE0002,ANGELES-2,6410,Cesar,Valle Medio del Magdalena,8.083908,-73.581719,1055024.72584,1385422.493152,276.0,84.12480000000001,27.779376,143.0,61.66666666666667,6410.0,1953.768,67.9466858685598,20.558894335744977,2008.0,310570.37045395887,315570.37045395887,1,37430.12872447061,124036.39232019812,2780.065667331547,3328.22312566083,3459.3115644768977,14.586265572932748,0.29384094647738856,-0.2524740117866673,-0.036261007974096635
ANGE0003,ANGELES-3,6550,Cesar,Valle Medio del Magdalena,8.077933,-73.584653,1054702.184677,1384761.254019,284.0,86.56320000000001,27.767184,153.0,67.22222222222223,7094.0,2162.2512,74.36363360303746,21.549970513619073,2008.0,309833.00039197755,314833.00039197755,1,37423.36937534044,124146.7318213383,2779.7346926822565,3328.1980782122832,3459.3689061030545,15.004516021695085,0.29587580916768896,-0.25285357215518295,-0.03787413954573853
ANGE0005,ANGELES-5,6604,Cesar,Valle Medio del Magdalena,8.074036,-73.58365,1054813.249509,1384330.352466,266.0,81.0768,27.794615999999998,140.0,60.0,6604.0,2012.8992,66.5233217081903,19.240260867603453,2008.0,309510.00398048357,314510.00398048357,1,37439.35492383033,124285.52096447052,2779.7027477379665,3328.2499656993195,3459.420582945224,15.243937267687416,0.297207284730215,-0.25325725368310076,-0.03877599612396915
ANGE0006,ANGELES-6,7137,Cesar,Valle Medio del Magdalena,8.074861,-73.587308,1054409.878618,1384421.10889,264.0,80.4672,27.797663999999997,144.0,62.22222222222223,7150.0,2179.32,69.43447534330654,19.105414231644065,2008.0,309391.88014099776,314391.88014099776,1,37412.71242875588,124178.27943053324,2779.4936555197346,3328.159047824171,3459.3930136705853,15.232822575722368,0.29692319706463177,-0.2529894714281897,-0.03876343557454745
ANGE0007,ANGELES-7,7600,Cesar,Valle Medio del Magdalena,8.069947,-73.586944,1054450.649819,1383877.673015,264.0,80.4672,27.797663999999997,147.0,63.88888888888889,7600.0,2316.48,71.6706541496621,18.939507420595948,2008.0,308935.73225358507,313935.73225358507,1,37426.723586079606,124333.55744803845,2779.3975940668715,3328.2039341615045,3459.4539762229006,15.545324871054332,0.2986039414194624,-0.2534524453112559,-0.039948093976891495
ANGE0008,ANGELES-8,7235,Cesar,Valle Medio del Magdalena,8.0791,-73.588064,1054326.021133,1384889.836662,285.0,86.86800000000001,27.76566,142.0,61.111111111111114,7235.0,2205.228,68.43092969772225,18.44039242097518,2008.0,309761.75048213924,314761.75048213924,1,37398.008930534335,124034.5866115888,2779.5490364587836,3328.110233827896,3459.3383376963225,14.968423500542853,0.2954737131011632,-0.2525668919874159,-0.037764905863828926
APAR0001,APARTADO-1,11610.7998,Antioquia,Uraba,7.828981,-76.707569,710199.922233,1358099.916095,46.0,14.020800000000001,28.129896,155.0,68.33333333333334,12100.0,3688.0800000000004,81.12458369345416,14.369180628797137,2008.0,309824.7592596001,314824.7592596001,1,32780.51334826088,153867.78519115035,2775.9032155182226,3348.699853292115,3455.2021549512433,27.831943692533645,0.4314008022669685,-0.17952660597587558,-0.25084603937337624
APIE0001,APIAY ESTE-1,11700,Meta,Llanos Orientales,4.076544,-73.37905,1077940.135526,942254.625818,903.0,275.2344,26.823828,236.0,113.33333333333334,11747.999999999998,3580.7903999999994,125.82494754450744,27.647839858068057,2009.0,202568.9222288787,207568.9222288787,2,36647.943129868836,179246.16387460782,2884.288181827418,3348.738707029069,3473.387858333066,29.843970061614343,0.6096031652805598,-0.3249086367901668,-0.286907024419451
APIA0001,APIAY-1,11020,Meta,Llanos Orientales,4.080986,-73.386289,1077135.815265,942745.133465,918.0,279.8064,26.800967999999997,233.0,111.66666666666667,11082.0,3377.7936,123.53056481248613,28.636917546556468,2009.0,201691.23351763785,206691.23351763785,2,36636.8822982855,179294.12936693165,2884.3156205819396,3348.7391683471005,3473.403820438528,30.087777051053216,0.6126118365009254,-0.32676590183530085,-0.2880523739235134
APIA0010,APIAY-10,10938.5,Meta,Llanos Orientales,4.073333,-73.387817,1076966.878556,941898.670367,937.0,285.5976,26.772012,181.0,82.77777777777779,9380.0,2859.0240000000003,92.76241755846691,23.08144512199509,2009.0,201676.27707120145,206676.27707120145,2,36600.456856824785,179455.60221592605,2884.6379495669717,3348.7632457918126,3473.4420426654515,29.83417384330742,0.6114589343394183,-0.326326131743668,-0.2873345706480953
APIA0011,APIAY-11,10756,Meta,Llanos Orientales,4.079911,-73.384831,1077297.864658,942626.389893,915.0,278.892,26.80554,224.0,106.66666666666667,10871.0,3313.4808000000003,118.31694093030112,27.61790589832333,2009.0,201871.50277844013,206871.50277844013,2,36638.36440760114,179287.55025931043,2884.3167081253255,3348.7395608029897,3473.401311542227,30.032320267547107,0.6119682961854376,-0.326374389537919,-0.28780153431610234
APIA0012,APIAY-12,10997.5,Meta,Llanos Orientales,4.069986,-73.394544,1076220.065089,941527.867931,,288.0,26.759999999999998,236.0,113.33333333333334,11000.0,3352.8,125.11499238050216,29.33518026142393,2009.0,201010.20938402062,206010.20938402062,2,36561.04756268516,179632.63317099973,2884.9405885485958,3348.784848001931,3473.487358282821,29.79377786447251,0.6126938961434201,-0.32732544487845183,-0.28756108255626806
APIA0013,APIAY-13,10900,Meta,Llanos Orientales,4.0738,-73.3967,1075982.1722,941954.3517,940.0,286.512,26.76744,222.0,105.55555555555556,10958.0,3339.9984,117.2947042706228,27.103984322454405,2009.0,200697.87686213545,205697.87686213545,2,36568.41997598854,179603.79423020812,2884.8577179639306,3348.778287894689,3473.4821744174883,29.954105112393137,0.6141075794872102,-0.3281191185680279,-0.28818013205126247
APIA0014,APIAY-14,10900,Meta,Llanos Orientales,4.067739,-73.397969,1075839.919082,941279.029903,962.0,293.2176,26.733912,226.0,107.77777777777779,10930.0,3331.464,119.48844263006917,27.841972967460904,2009.0,200682.6926530217,205682.6926530217,2,36538.95158232957,179732.52747954585,2885.1152841048247,3348.797450000434,3473.5126700047645,29.753407638398535,0.6132075789714914,-0.32778055868595446,-0.2876145722809632
APIA0015,APIAY-15,10900,Meta,Llanos Orientales,4.0892,-73.3776,1078099.6306,943650.6589,922.0,281.0256,26.794871999999998,224.0,106.66666666666667,10070.0,3069.3360000000002,117.45195306984759,29.536382158827703,2009.0,202481.67923615387,207481.67923615387,2,36703.14041926723,178997.4878239582,2883.784580649981,3348.700727565969,3473.3295935215074,30.275420529543023,0.6118136218818634,-0.32584525178171436,-0.2881868554856031
APIA0016,APIAY-16,10990,Meta,Llanos Orientales,4.067669,-73.391008,1076612.978459,941272.000967,1027.0,313.0296,26.634852,220.0,104.44444444444444,10992.0,3350.3616,116.21802635107811,26.738359928396417,2009.0,201442.99955668906,206442.99955668906,2,36565.021685552754,179611.05569407903,2884.931265633029,3348.7847166619813,3473.4800144830633,29.670642157737745,0.6111967273867703,-0.32640574862963145,-0.28698675092964704
APIA0018,APIAY-18,10900,Meta,Llanos Orientales,4.0702167,-73.3882583,1076918.1335857,941553.966082,942.0,287.1216,26.764392,228.0,108.8888888888889,10876.0,3315.0048,120.5443003429278,28.289524148781865,2009.0,201690.9834713612,206690.9834713612,2,36586.09298062076,179518.1020111986,2884.7642861942595,3348.7726703003123,3473.4567439980015,29.72886451605351,0.6109373695090204,-0.32611140058754867,-0.2870259602411428
APIA0002,APIAY-2,11104,Meta,Llanos Orientales,4.08195,-73.404619,1075100.097732,942849.996784,900.0,274.32,26.8284,230.0,110.0,11105.0,3384.804,121.88678256688854,28.083866175674732,2009.0,199671.2956395324,204671.2956395324,2,36571.71002896304,179601.54401386078,2884.768687277672,3348.7704577177574,3473.4870769045565,30.33503564224082,0.6180815327463294,-0.33046713841665004,-0.2897996689166812
APIA0003,APIAY-3,11004,Meta,Llanos Orientales,4.086089,-73.382581,1077547.138365,943309.804913,900.0,274.32,26.8284,213.0,100.55555555555556,10934.0,3332.6832,112.27029651717828,25.637569306671057,2009.0,201997.02135734505,206997.02135734505,2,36671.32682511877,179139.2590945085,2884.0297430888268,3348.718231338707,3473.3656417799803,30.224910675755684,0.6126048257306437,-0.32652829898553015,-0.28828880389617484
APIA0005,APIAY-5,10959.5,Meta,Llanos Orientales,4.078417,-73.391089,1076603.011072,942460.58276,,280.0,26.8,168.0,75.55555555555556,8000.0,2438.4,83.84214649640731,23.39326874032452,2009.0,201217.88795756354,206217.88795756354,2,36608.158577556074,179423.65220644127,2884.537613730125,3348.755053706484,3473.436903805675,30.05301328535555,0.6134581495131981,-0.3274628090210912,-0.28819542712799107
APIA0006,APIAY-6,10787,Meta,Llanos Orientales,4.089775,-73.387667,1076981.970481,943716.959037,937.0,285.5976,26.772012,240.0,115.55555555555556,10815.0,3296.4120000000003,127.14805159558638,30.45008924721375,2009.0,201370.69312483908,206370.69312483908,2,36665.48867225366,179163.33082148273,2884.0274868921992,3348.716911577101,3473.3746913370296,30.416664471764207,0.6148388257376254,-0.32788900767319784,-0.28915788610520266
APIA0007,APIAY-7,11054,Meta,Llanos Orientales,4.07665,-73.387022,1077054.794207,942265.537401,934.0,284.6832,26.776584,243.0,117.22222222222223,11061.0,3371.3928,129.06515557265908,30.340152465372498,2009.0,201696.78626523542,206696.78626523542,2,36616.86071045106,179383.32565622643,2884.4947687731456,3348.752592304329,3473.4248552338113,29.94249539838947,0.6119205071926438,-0.3264906140484334,-0.2876338668897462
APIA0008,APIAY-8,11040,Meta,Llanos Orientales,4.072806,-73.390367,1076683.744353,941840.069596,943.0,287.4264,26.762867999999997,135.0,57.22222222222222,11078.0,3376.5744,69.08213223458601,12.533194658641614,2009.0,201408.69798720817,206408.69798720817,2,36588.46250153416,179509.60119489254,2884.725181110536,3348.7693467733616,3473.4562031715227,29.845338853397077,0.6120820723181315,-0.32677708692212803,-0.28750365332901007
APIA0009,APIAY-9,11219.5,Meta,Llanos Orientales,4.077542,-73.382447,1077562.772823,942364.588772,907.0,276.4536,26.817732,184.0,84.44444444444444,9400.0,2865.1200000000003,94.45287258750002,23.606390164286317,2009.0,202178.41923941928,207178.41923941928,2,36638.38944376,179287.6699027354,2884.3409760175805,3348.7419221637942,3473.399720216515,29.91992685569357,0.6107891032274991,-0.32567513852668784,-0.2873232623064621
APIC0001,APICALA-1,11972,Tolima,Cordillera oriental,4.105473,-74.701611,931076.741465,945446.385449,858.0,261.5184,26.892408,156.0,68.88888888888889,13517.0,4119.9816,82.60988507649904,13.523719881782734,2008.0,61983.266282933924,66983.26628293392,2,44670.94830212032,181659.5845223322,2912.756096203818,3351.7839823922977,3472.192507900868,49.85504444830434,0.9408966613354678,-0.5475338980460508,-0.39408732582659367
APUR0001,APURE-1,11430.5,Magdalena,Valle Inferior del Magdalena,9.890686,-74.634439,939288.728112,1585273.809886,400.0,121.92,27.5904,192.0,88.88888888888889,11476.0,3497.8848000000003,101.13320099845569,21.024935126066953,2008.0,473012.66858694114,478012.66858694114,1,38383.80630909516,112471.07211264013,2697.4058248264027,3328.9754295203193,3451.083232646503,-31.342324825770103,-0.09003958564454562,-0.047221150108267315,0.13689077046419304
APUR0002,APURE-2,12412,Magdalena,Valle Inferior del Magdalena,9.916364,-74.654719,937069.149816,1588117.886045,482.0,146.9136,27.465432,208.0,97.77777777777779,11974.0,3649.6752,110.46453474986393,22.741503887760732,2008.0,475696.53672928514,480696.53672928514,1,38198.09409215787,113261.11357860624,2695.505301356913,3329.5394353568204,3451.218258177562,-31.454010089389524,-0.09273314154112007,-0.04421257810542563,0.13657994029342493
ARAG0001,ARAGUATO-1,8700,Arauca,Llanos Orientales,6.916601,-71.177426,1321025.518637,1257271.193255,475.0,144.78,27.4761,190.0,87.77777777777779,8700.0,2651.76,96.93745998894562,26.19443689811507,2009.0,441192.8399491929,446192.8399491929,1,36913.81693366956,117476.9719121652,2860.777355046675,3328.044728064118,3458.0816831098327,-37.05590837863156,0.08519192340361255,0.0739602514566326,-0.15812544461053535
ARAM0001,ARAMA-1,4402,Meta,Llanos Orientales,3.445934,-73.94681,1014902.534465,872488.712317,1838.0,560.2224,25.398888,120.0,48.88888888888889,3195.0,973.836,51.45944371989378,26.76072328389357,2009.0,172763.6744531741,177763.6744531741,2,36833.18410035171,181121.96611289287,2921.0774811180486,3349.857685233671,3472.944284736317,23.90984193411783,0.6445017717303132,-0.3723866069601863,-0.2742816820508469
ARAU0001,ARAUCA-1,19750,Arauca,Llanos Orientales,6.954928,-71.856931,1245833.438908,1261107.57257,670.0,204.216,27.178919999999998,260.0,126.66666666666667,18812.0,5733.8976,137.53405637863295,19.246094729461674,2009.0,372432.5284100611,377432.5284100611,1,38672.970630845215,133942.6744064476,2832.3229844044035,3337.527141926848,3462.96422887317,1.506088460508187,0.277410266138675,-0.07794558123162414,-0.19434191516236463
